Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Gueltig_raw,Gueltig_von,Gueltig_bis
Minis,Nestlé,"€ 2,49",Kein vorheriger Preis,"€ 10,64 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kalbsmedaillons,Grillmeister,"€ 6,49",Kein vorheriger Preis,"€ 24,04 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Steckdosenrondell,Tronic,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Macarons,Deluxe,"€ 3,49",Kein vorheriger Preis,"€ 24,24 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Natives Olivenöl extra,Eridanous,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Silikon Tarteletteform,Coox,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Milch Reis,Müller,"€ 0,39",Kein vorheriger Preis,"€ 1,95 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kalamata-Oliven,Eridanous,"€ 1,69",Kein vorheriger Preis,"€ 8,45 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Premium Rindersteak,Metzgerfrisch,"€ 3,90",Kein vorheriger Preis,"€ 13,00 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
LED-Deckenleuchte,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Ähre Weizenmehl,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 0,65 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Duroplast-WC-Sitz,Livarno Home,"€ 12,49",Kein vorheriger Preis,"€ 12,49 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Gouda Jung,Milbona,"€ 4,99",Kein vorheriger Preis,"€ 7,13 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Birnen,Keine Marke,"€ 2,29",Kein vorheriger Preis,"€ 0,57 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Silikon Auflaufform XL,Coox,"€ 15,99",Kein vorheriger Preis,"€ 15,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Haltbare Milch,Weihenstephan,"€ 1,19",Kein vorheriger Preis,"€ 1,19 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Fresh Grapes Raki,Efe,"€ 12,99",Kein vorheriger Preis,"€ 18,56 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Schweine-Hackfleisch XXL,Metzgerfrisch,"€ 4,49",Kein vorheriger Preis,"€ 4,49 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Cashewkerne XXL,Alesto,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Mandarinen,Keine Marke,"€ 3,29",Kein vorheriger Preis,"€ 2,19 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Herren-Sweathose,Adidas,"€ 34,99",Kein vorheriger Preis,"€ 34,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Hängeregal,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Schokoriegel,Bounty,"€ 2,99",Kein vorheriger Preis,"€ 11,63 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Blanc Wein Aperitif,L’arrivée,"€ 6,79",Kein vorheriger Preis,"€ 9,05 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Schnittkäse,Fol Epi,"€ 2,99",Kein vorheriger Preis,"€ 12,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Zottarella Rolle Classic,Zott,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Funny Mushrooms,Cool,"€ 4,99",Kein vorheriger Preis,"€ 8,32 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Monalie Cotes de Provence,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Parallel-Schraubstock,Parkside,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Herren-Socken 3 Paar Crew Socks,Adidas,"€ 12,99",Kein vorheriger Preis,"€ 4,33 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
All-in-One Style Kit MGK3410,Braun,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Mundspülung,Listerine,"€ 6,79",Kein vorheriger Preis,"€ 5,66 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Frühlings Quark,Milram,"€ 1,99",Kein vorheriger Preis,"€ 5,25 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Stand-Bandschleifer PSBS 240 C2,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Lebkuchen,Favorina,"€ 3,49",Kein vorheriger Preis,"€ 5,82 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Besteck-Set Trend 30-tlg.,Silit,"€ 44,99",Kein vorheriger Preis,"€ 1,50 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Lachsschinken,Dulano,"€ 2,49",Kein vorheriger Preis,"€ 16,60 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Schoko Lebkuchen,Favorina,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Nähmaschinentasche,TopMove,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
EdelstahlIsolierbecher,SilverCrest,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
LED Leuchtstern,Livarno Home,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
O’s Classic,Halloren,"€ 1,29",Kein vorheriger Preis,"€ 10,32 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Schoko-Lollys,Favorina,"€ 2,49",Kein vorheriger Preis,"€ 16,60 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Küchenmaschine,Kenwood,"€ 219,00",Kein vorheriger Preis,"€ 219,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Caffé Latte Cappuccino,Emmi,"€ 3,49",Kein vorheriger Preis,"€ 5,37 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Delikatess Schinken­würfel XXL,Dulano,"€ 2,39",Kein vorheriger Preis,"€ 8,54 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Edelmarzipan-Baumstamm,Favorina,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bugles,Lay's,"€ 0,99",Kein vorheriger Preis,"€ 13,20 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Ganzjahresbettdecke,Fjödur,"€ 119,00",Kein vorheriger Preis,"€ 119,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Piccolinis Salami,Original Wagner,"€ 4,99",Kein vorheriger Preis,"€ 6,93 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Polsterbett Nizza,Juskys,"€ 299,00",Kein vorheriger Preis,"€ 299,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Hackfleisch Gemischt,Metzgerfrisch,"€ 7,49",Kein vorheriger Preis,"€ 6,24 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gewürzspekulatius Vegan,Favorina,"€ 1,69",Kein vorheriger Preis,"€ 2,82 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Erdnusskerne XXL,Alesto,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Strickmütze,Crivit,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Winterstiefel,Crivit,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen-Sweatjacke,Crivit,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Lachsfilet-Portionen,Fischerstolz,"€ 16,99",Kein vorheriger Preis,"€ 16,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Baumkuchen,Favorina,"€ 4,99",Kein vorheriger Preis,"€ 16,63 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Rinder-Cevapcici XXL,Metzgerfrisch,"€ 8,99",Kein vorheriger Preis,"€ 11,24 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
3D-LED Lichtfiguren,Livarno Home,"€ 44,99",Kein vorheriger Preis,"€ 15,00 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Sägeblattset,Parkside,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Gnocchi Kürbis,Chef Select,"€ 1,49",Kein vorheriger Preis,"€ 3,31 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Maler-Kreppbandset,3M,"€ 3,99",Kein vorheriger Preis,"€ 1,33 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Mildessa Genießer Rotkohl,Hengstenberg,"€ 1,59",Kein vorheriger Preis,"€ 3,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Push-Up-Board,Crivit,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Forelle,Fischerstolz,"€ 3,60",Kein vorheriger Preis,"€ 12,00 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Selbstaufblasende LED-Weihnachtsfigur,Livarno Home,"€ 34,99",Kein vorheriger Preis,"€ 34,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Weißkohl,Keine Marke,"€ 0,89",Kein vorheriger Preis,"€ 0,89 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Laser-Entfernungsmesser,Parkside,"€ 13,49",Kein vorheriger Preis,"€ 13,49 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Silikon-Springform,Coox,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder Multifunktionstuch,Lupilu,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Akku-Küchenwaage SAKW 10 A1,SilverCrest,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Fish & Chips XXL,Nordsee,"€ 5,99",Kein vorheriger Preis,"€ 7,49 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Maasdamer Lacrème,Milbona,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Mini-Würstchen XXL Pack,Ferdi Fuchs,"€ 2,19",Kein vorheriger Preis,"€ 8,76 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Beauty Entwirrbürste,Cien,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Gugelhupf,Kuchenzauber,"€ 2,49",Kein vorheriger Preis,"€ 4,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Original,Pringles,"€ 1,89",Kein vorheriger Preis,"€ 11,45 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Zitruspresse,Zenker,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Schweinefilet,Metzgerfrisch,"€ 4,62",Kein vorheriger Preis,"€ 8,88 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Mini Nudelholz,Zenker,"€ 2,00",Kein vorheriger Preis,"€ 2,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Sprossenwand Athlet 1W,Idealfit,"€ 155,00",Kein vorheriger Preis,"€ 155,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kissen Super Soft,John Cotton,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Spinat,Iglo,"€ 1,79",Kein vorheriger Preis,"€ 2,39 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Bandsäge PBS 350 C3,Parkside,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Sahnespender,Isi,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Plyobox,Crivit,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Omne Bröd Kanelbullar,Keine Marke,"€ 2,79",Kein vorheriger Preis,"€ 6,64 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gefüllte Knusperrollen XXL,Chef Select,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Puppenhaus-Spiel-Set,Gabby's Dollhouse,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Heimtrainer Ergometer ET 6000,Christopeit Sport,"€ 299,00",Kein vorheriger Preis,"€ 299,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Geburtstagskerzen,Livarno Home,"€ 1,00",Kein vorheriger Preis,"€ 0,20 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Crosstrainer CT3 II,Hammer,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Mädchen Pyjama,DreamWorks Animation,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Rührkuchen XXL,Kuchenzauber,"€ 1,89",Kein vorheriger Preis,"€ 3,78 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Damen-Hausanzug,Esmara,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Alugussbräter Karree,ELO,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Akku-Bohrschrauberset PABS 20-Li G8,Parkside,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Salami Sticks XXL,Dulano,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Herren Schlafshirt,Esmara,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Geschirrset 16­-tlg.,Mövenpick,"€ 30,99",Kein vorheriger Preis,"€ 1,94 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Prinzen Rolle,DeBeukelaer,"€ 1,69",Kein vorheriger Preis,"€ 3,76 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Frucht Kaubonbons,Sweet Corner,"€ 1,69",Kein vorheriger Preis,"€ 3,38 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Küchenhelfer,SilverCrest,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Baby Wagenoverall,Lupilu,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Men 7 Paar Socken,Esmara,"€ 4,99",Kein vorheriger Preis,"€ 0,71 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Quarkbällchen,Lidl Backshop,"€ 1,49",Kein vorheriger Preis,"€ 8,87 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Ortungsgerät PPOG 120 A1,Parkside,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Backzubehör,SilverCrest,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Gebackene Hähnchenbrust,Dulano,"€ 1,49",Kein vorheriger Preis,"€ 18,63 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
