Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
GOLDSTEIG,Emmentaler oder Almdammer,"€ 1,49","€ 1,99","1 kg = 11,92","1 kg = 11,92","in hauchdünnen Scheiben, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_153.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,,ref_000108,obs_0000010030|obs_0000031831|obs_0000009063|obs_0000025531|obs_0000001559|obs_0000018426|obs_0000018479|obs_0000002340|obs_0000003417|obs_0000022007|obs_0000022237|obs_0000031880,,,
HELL,Energy Drink,"€ 0,69","€ 0,89","1 l = 2,76","1 l = 2,76","koffeinhaltig, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_306.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000109,obs_0000011333|obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962|obs_0000001917|obs_0000027531|obs_0000009616,obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876|obs_0000013614|obs_0000000304|obs_0000034110|obs_0000010050|obs_0000014658|obs_0000022864|obs_0000021331|obs_0000021846|obs_0000018775|obs_0000028526|obs_0000013175|obs_0000003962|obs_0000001917|obs_0000027531|obs_0000009616,,
DE LONGHI,Entkalker EcoDecalk,"€ 7,99","€ 12,99","1 l = 15,98","1 l = 15,98",Aus Rohstoffen pflanzlichen Ursprungs Geeignet für alle Kaffeemaschinen Für bis zu 5 Entkalkungsvorgänge,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_363.jpg,"cat_non_food,tag_ultra_processed",,,ref_000110,obs_0000015149|obs_0000010816,obs_0000015149|obs_0000010816,,
PHILIPS,Epilierer BRE238 00,"€ 24,99","€ 29,99","pro Einheit = 24,99","pro Einheit = 24,99",Effizientes Epiliersystem Für Trockenanwendung Kompaktes Design Netzbetrieb,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_362.jpg,cat_non_food,,,ref_000111,obs_0000012056,obs_0000012056,,
Lorenz,Erdnuss-Locken,"€ 1,19","€ 2,29","1 kg = 6,80 - 9,16","1 kg = 6,80 - 9,16",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_238.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-S492000,ref_000112,obs_0000013617|obs_0000032309,obs_0000002833|obs_0000007702|obs_0000006042|obs_0000013617|obs_0000032309,,x
POWERADE,Erfrischungsgetränk isotonisch,"€ 0,99",,"1 l = 1,98","1 l = 1,98",versch. Sorten (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_308.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000113,obs_0000012451|obs_0000013620|obs_0000014659|obs_0000009895|obs_0000009431|obs_0000011154|obs_0000018552|obs_0000017948|obs_0000010013|obs_0000014624|obs_0000015906|obs_0000009513|obs_0000022058|obs_0000022185|obs_0000023728|obs_0000013619|obs_0000008378|obs_0000011968|obs_0000023744|obs_0000015052|obs_0000023247|obs_0000024155|obs_0000024168|obs_0000010736|obs_0000015479|obs_0000012664|obs_0000013177|obs_0000012413,obs_0000012451|obs_0000013620|obs_0000014659,,
LINDT,Excellence Schokolade,"€ 2,99","€ 4,99","1 kg = 29,90 - 59,80","1 kg = 29,90 - 59,80","in sehr flacher Tafelform, versch. Sorten",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_253.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000114,obs_0000015894|obs_0000011364|obs_0000008807|obs_0000013044|obs_0000013623|obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000020472|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000031849|obs_0000034408|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579,obs_0000015894|obs_0000011364|obs_0000008807|obs_0000013044|obs_0000013623,,
FROSTA,Fertiggericht,"€ 2,22","€ 4,79","1 kg = 4,44 - 4,94","1 kg = 4,44 - 4,94",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_167.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",,,ref_000115,obs_0000001537|obs_0000013186|obs_0000010919|obs_0000015278|obs_0000013632|obs_0000012670|obs_0000010900|obs_0000006306|obs_0000012214|obs_0000023763|obs_0000011360|obs_0000023662|obs_0000014071|obs_0000024188|obs_0000019329|obs_0000009803|obs_0000018132|obs_0000009331|obs_0000022985|obs_0000027145|obs_0000005393|obs_0000007209|obs_0000013099|obs_0000005947|obs_0000005568|obs_0000005585|obs_0000023011|obs_0000019308|obs_0000006655|obs_0000015097|obs_0000006831|obs_0000006323|obs_0000005214|obs_0000029810|obs_0000026782|obs_0000034004|obs_0000034413,obs_0000001537|obs_0000013186|obs_0000019329|obs_0000026768|obs_0000010900|obs_0000005393|obs_0000006306|obs_0000010919|obs_0000015278|obs_0000012214|obs_0000008118|obs_0000013632|obs_0000008649|obs_0000009803|obs_0000005585|obs_0000023763|obs_0000018132|obs_0000011360|obs_0000023662|obs_0000009331|obs_0000014071|obs_0000016377|obs_0000017403|obs_0000024188|obs_0000012670,,
ARLA,Finello,"€ 1,49","€ 2,59","1 kg = 9,94","1 kg = 9,94","geriebener Käse, versch. Sorten, 40 - 42 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_155.jpg,"cat_molkerei_kaese,tag_high_protein,tag_ultra_processed",,,ref_000116,obs_0000012807|obs_0000010922|obs_0000014355|obs_0000026544|obs_0000034515|obs_0000027614|obs_0000033880|obs_0000007333|obs_0000005718,obs_0000012807|obs_0000010922,,
KNORR,Fix,"€ 0,39",,"1 kg = 4,34 - 13,93","1 kg = 4,34 - 13,93",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_208.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000117,obs_0000026187|obs_0000012367|obs_0000015001|obs_0000016596|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000017240|obs_0000013189|obs_0000010701|obs_0000021014|obs_0000020195|obs_0000026433|obs_0000025048|obs_0000018941|obs_0000010238|obs_0000031306|obs_0000031845|obs_0000027095|obs_0000024087|obs_0000031276|obs_0000033874|obs_0000006823|obs_0000008914|obs_0000007949|obs_0000012203|obs_0000022961|obs_0000005556|obs_0000024503|obs_0000006124|obs_0000031334|obs_0000009079|obs_0000029307|obs_0000032418|obs_0000010488|obs_0000028497|obs_0000032685|obs_0000028610|obs_0000011798|obs_0000012852|obs_0000034415|obs_0000014563|obs_0000006993|obs_0000011245|obs_0000030335|obs_0000032108|obs_0000032664|obs_0000029672|obs_0000032230|obs_0000029684,obs_0000021014|obs_0000026187|obs_0000012367|obs_0000015001|obs_0000006823|obs_0000016596|obs_0000020195|obs_0000007949|obs_0000009999|obs_0000006464|obs_0000009537|obs_0000026433|obs_0000017240|obs_0000013189|obs_0000005556|obs_0000010701|obs_0000025048|obs_0000006124|obs_0000018941|obs_0000010238,,
TESA,Fliegengitter für Fenster ca 1 3 x 1 5 m,"€ 3,99","€ 11,49","pro Einheit = 3,99","pro Einheit = 3,99","Schnelle Montage mit selbstklebendem Klettband Öffnen und Schließen uneingeschränkt möglich Waschbar bis 30 °C Sauber auf jede Größe zuschneidbar Größe ca. 1,3 x 1,5 m",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_368.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000118,,,,
TESA,Fliegengitter-Rahmen für Fenster ca 1 x 1 2 m,"€ 24,99","€ 37,99","pro Einheit = 24,99","pro Einheit = 24,99","Rahmen zum Anklipsen Aus langlebigem Fiberglas Extrem dünn (nur 8 mm) Abnehmbar und anpassbar Clear-View-Plus-Netz für verbesserte Durchsicht Größe ca. 1 x 1,2 m",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_370.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000119,,,,
TESA,Fliegengitter-Rahmen für Fenster ca 1 2 x 1 4 m,"€ 27,99","€ 39,99","pro Einheit = 27,99","pro Einheit = 27,99","Rahmen zum Anklipsen Aus langlebigem Fiberglas Extrem dünn (nur 8 mm) Abnehmbar und anpassbar Clear-View-Plus-Netz für verbesserte Durchsicht Größe ca. 1,2 x 1,4 m",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_369.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000120,,,,
LANGNESE,Flotte Biene Honig,"€ 4,00","€ 4,98","1 kg = 8,00","1 kg = 8,00","Wildblüten-, Sonnenblumen- oder Sabienchens Honig",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_607.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_eis,tag_ultra_processed",,,ref_000121,obs_0000014875|obs_0000011941|obs_0000013963|obs_0000002966|obs_0000010136|obs_0000015679|obs_0000017124,obs_0000030337|obs_0000002966|obs_0000014875|obs_0000011941,,
BEBIVITA,Folgemilch 2 oder 3,"€ 5,49","€ 6,25","1 kg = 10,98","1 kg = 10,98","mit Vitaminen und Mineralstoffen, nach dem 6. bzw. ab dem 10. Monat",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_319.jpg,"cat_drogerie,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000122,obs_0000012014|obs_0000013040|obs_0000011321|obs_0000033508|obs_0000008360|obs_0000032938|obs_0000014087,obs_0000013040|obs_0000011321|obs_0000012014,,
BONBEL,Franz Butterkäse,"€ 1,99","€ 2,49","pro Einheit = 100,00","pro Einheit = 100,00","geschmeidig und cremig-mild, 48 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_161.jpg,"cat_molkerei_kaese,sub_butter_margarine,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000123,obs_0000013199|obs_0000015271|obs_0000011339|obs_0000014950|obs_0000009899|obs_0000009434|obs_0000010146|obs_0000022440|obs_0000028601|obs_0000024636|obs_0000035114|obs_0000028491|obs_0000019165|obs_0000033775|obs_0000034800|obs_0000028402|obs_0000012660|obs_0000018295,obs_0000013199|obs_0000015271|obs_0000011339|obs_0000014950,,
COMTÉ AOP,Franz Hartkäse,"€ 1,69",,"pro Einheit = 100,00","pro Einheit = 100,00","6 Monate gereift, aromatisch-würzig, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_580.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000124,obs_0000011481|obs_0000020883|obs_0000028441|obs_0000008502|obs_0000013242|obs_0000022082|obs_0000031694|obs_0000020064,obs_0000011481,,x
GRAND SUD,Franz Wein,"€ 6,00","€ 6,98","pro Einheit = 1,00","pro Einheit = 1,00","Merlot, Merlot Rosé, Chardonnay oder Grenache, z. B. Merlot: Aromen von Kirschen und Himbeerkonfitüre, passt zu hellem Fleisch, Geflügel und Salat",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_283.jpg,"cat_getraenke,sub_kaese",,,ref_000125,obs_0000015493|obs_0000016104|obs_0000011768|obs_0000010394|obs_0000034424|obs_0000006548,obs_0000015493|obs_0000016104|obs_0000011768,,
FRANKENLAND,frische Vollmilch,"€ 0,99","€ 1,39","pro Einheit = 1,00","pro Einheit = 1,00","länger haltbar, 3,5 % Fett",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_133.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte",,,ref_000126,obs_0000027279|obs_0000014484|obs_0000011033|obs_0000017140|obs_0000017304|obs_0000031525|obs_0000023028|obs_0000001050|obs_0000031903|obs_0000015788,obs_0000027279|obs_0000014484|obs_0000017140|obs_0000011033|obs_0000031525|obs_0000017304,,
TANTE FANNY,Frischer Blech-Pizzateig,"€ 1,99","€ 2,89","1 kg = 3,32","1 kg = 3,32",backblechfüllendes Format,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_177.jpg,cat_grundnahrung,,,ref_000127,obs_0000010657|obs_0000014521|obs_0000007584|obs_0000006659|obs_0000011907|obs_0000008115|obs_0000002690|obs_0000003249|obs_0000034002|obs_0000033876,obs_0000007584,,
K-CLASSIC,Frischer Flammkuchenteig,"€ 1,11","€ 1,39","1 kg = 3,97","1 kg = 3,97",aufgerollt auf Backpapier,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_176.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000128,obs_0000008959|obs_0000026180|obs_0000030533,obs_0000008959,,
PHILADELPHIA,Frischkäsezubereitung,"€ 1,11",,"1 kg = 5,70 - 11,10","1 kg = 5,70 - 11,10","Viertelfett- oder Doppelrahmstufe, versch. Sorten",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_158.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000129,obs_0000015674|obs_0000013644|obs_0000008279|obs_0000011892|obs_0000027022|obs_0000034707|obs_0000008600|obs_0000012209|obs_0000011478|obs_0000026379|obs_0000005903|obs_0000007343|obs_0000007156|obs_0000014497|obs_0000005726|obs_0000014954|obs_0000011893|obs_0000012663,obs_0000027022|obs_0000034707|obs_0000008600|obs_0000012209|obs_0000015674|obs_0000013644|obs_0000011478|obs_0000008279|obs_0000011892,,
HARIBO,Fruchtgummi,"€ 5,99","€ 7,99","1 kg = 4,44 - 5,00","1 kg = 4,44 - 5,00",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_258.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S361000,ref_000130,obs_0000011323|obs_0000027215|obs_0000021597|obs_0000021688|obs_0000021186|obs_0000002314|obs_0000002318|obs_0000002320|obs_0000025361|obs_0000020778|obs_0000002943|obs_0000001930|obs_0000020367|obs_0000014289|obs_0000027602|obs_0000016918|obs_0000025134|obs_0000020575|obs_0000021606|obs_0000017027|obs_0000019082|obs_0000024204|obs_0000017102|obs_0000017103|obs_0000023776|obs_0000019722|obs_0000020787|obs_0000013647|obs_0000016719|obs_0000023399|obs_0000010105|obs_0000021394|obs_0000016298|obs_0000025528|obs_0000010947|obs_0000015661|obs_0000034822|obs_0000021002|obs_0000007699|obs_0000031302|obs_0000030281|obs_0000006734|obs_0000006238|obs_0000001701|obs_0000005837|obs_0000020183|obs_0000035007|obs_0000006380|obs_0000029422|obs_0000025339,obs_0000007699|obs_0000016918|obs_0000025134|obs_0000011323|obs_0000006734|obs_0000027215|obs_0000021597|obs_0000006238|obs_0000020575|obs_0000021606|obs_0000017027|obs_0000019082|obs_0000024204|obs_0000021688|obs_0000021186|obs_0000005837|obs_0000017102|obs_0000017103|obs_0000023776|obs_0000002314|obs_0000019722|obs_0000002318|obs_0000002320|obs_0000025361|obs_0000020778|obs_0000020787|obs_0000013647|obs_0000016719|obs_0000023399|obs_0000010105|obs_0000002943|obs_0000001930|obs_0000020367|obs_0000021394|obs_0000016298|obs_0000025528|obs_0000014289|obs_0000027602,,
TROLLI,Fruchtgummis,"€ 0,69","€ 1,09","1 kg = 7,27","1 kg = 7,27",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_259.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S361000,ref_000131,obs_0000001818|obs_0000008548|obs_0000009751|obs_0000009287|obs_0000014618|obs_0000015898|obs_0000011963|obs_0000010731|obs_0000012671,obs_0000024204|obs_0000001818|obs_0000023776,,
CAPRI-SUN,Fruchtsaftgetränk,"€ 6,00",,"1 l = 1,50","1 l = 1,50",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_273.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,BLS-N210000,ref_000132,obs_0000028293|obs_0000033833|obs_0000011567|obs_0000008761|obs_0000009933|obs_0000010737|obs_0000006549|obs_0000005441|obs_0000006360|obs_0000005999|obs_0000006204|obs_0000006889|obs_0000007668,obs_0000028293|obs_0000033833|obs_0000011567|obs_0000008761|obs_0000009933|obs_0000010737,,
WIESENHOF,Geflügelwurst,"€ 0,99","€ 1,59","1 kg = 15,90 - 19,88","1 kg = 15,90 - 19,88","Mortadella, versch. Sorten, oder Jagdwurst",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_107.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed",,BLS-W223100,ref_000133,obs_0000013220|obs_0000014919|obs_0000012297|obs_0000015757|obs_0000008623,obs_0000013220|obs_0000014919|obs_0000012297|obs_0000015757|obs_0000008623,,
IGLO,Gemüse,"€ 1,99","€ 2,79","1 kg = 3,32 - 4,98","1 kg = 3,32 - 4,98",Gartenerbsen oder Brokkoli,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_166.jpg,"cat_tiefkuehl,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_fertiggerichte,sub_tk_gemuese,tag_ultra_processed,tag_whole_food",,BLS-X416243,ref_000134,obs_0000011900|obs_0000014506|obs_0000012813|obs_0000017491|obs_0000033909|obs_0000011055|obs_0000018735|obs_0000016753|obs_0000010642|obs_0000015818|obs_0000014837|obs_0000025597|obs_0000018942|obs_0000028318|obs_0000018651|obs_0000025833|obs_0000021989|obs_0000028366|obs_0000002055|obs_0000033834|obs_0000011491|obs_0000009060|obs_0000002949|obs_0000008614|obs_0000006649|obs_0000010355|obs_0000012974|obs_0000006845|obs_0000026348|obs_0000031028|obs_0000030015|obs_0000029016|obs_0000030660|obs_0000022572|obs_0000019518|obs_0000032396|obs_0000013002|obs_0000034005|obs_0000014042|obs_0000017157|obs_0000006505|obs_0000016359|obs_0000006157|obs_0000006217|obs_0000026195|obs_0000005211|obs_0000005772|obs_0000005950|obs_0000007038|obs_0000005583,obs_0000012813|obs_0000017491|obs_0000033909|obs_0000011900|obs_0000014506|obs_0000011055|obs_0000018735|obs_0000016753|obs_0000010642|obs_0000015818|obs_0000014837|obs_0000025597|obs_0000018942,,
PALMOLIVE,Geschirrspülmittel Ultra-Konzentrat,"€ 1,19","€ 1,75","1 l = 1,59 - 2,38","1 l = 1,59 - 2,38","Original, Limone oder Orchidee",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_053.jpg,cat_drogerie,,,ref_000135,obs_0000013224|obs_0000008305|obs_0000010271|obs_0000028221|obs_0000015958|obs_0000031355|obs_0000034453|obs_0000013986|obs_0000034995|obs_0000008401|obs_0000013052|obs_0000015118|obs_0000011604|obs_0000013654|obs_0000033632|obs_0000011161,obs_0000013224,,
K-PURLAND Schnelle Küche,Geschnetzeltes vom Schwein Asia Art,"€ 3,33",,"1 kg = 6,66","1 kg = 6,66","vom Schwein, mariniert, zum Braten",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_094.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000136,,,,
K-CLASSIC,Gewürzmischung,"€ 1,11","€ 1,59","1 kg = 14,80 - 31,72","1 kg = 14,80 - 31,72",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_212.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000137,obs_0000011927|obs_0000000895,obs_0000011927,,
TRISTAR,Glas-Wasserkocher WK-3405KL,"€ 9,99",,"pro Einheit = 9,99","pro Einheit = 9,99","Fassungsvermögen ca. 1,7 l 360°-Gerätesockel Verdecktes Heizelement Mit blauer LED-Beleuchtung Ein-/Ausschalter mit Kontrollleuchte Mit Füllmengenmarkierung und Filtersieb 2.200 W",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_359.jpg,"cat_non_food,diet_vegan,diet_vegetarian",,,ref_000138,obs_0000026245|obs_0000027448|obs_0000033852|obs_0000020100|obs_0000018438|obs_0000018696|obs_0000022403|obs_0000000766|obs_0000033542|obs_0000001934|obs_0000023568|obs_0000017568|obs_0000024753|obs_0000020919|obs_0000035121|obs_0000022100|obs_0000023130|obs_0000018299,,,
Keine Marke,Glockenblume,"€ 2,69",,"pro Einheit = 2,69","pro Einheit = 2,69","versch. Farben, Topf Ø 10,5 cm",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_081.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000139,obs_0000029390|obs_0000012247,obs_0000029390|obs_0000012247,,
DALLMAYR,Gold,"€ 7,49",,"1 kg = 37,45","1 kg = 37,45","löslicher Kaffee, verfeinert mit 100 % Dallmayr Arabica",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_229.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,BLS-G230100,ref_000140,obs_0000013227|obs_0000031776|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000011104|obs_0000012669|obs_0000015276|obs_0000031712|obs_0000010721|obs_0000027964|obs_0000021523|obs_0000025157|obs_0000020704|obs_0000029715|obs_0000020510|obs_0000016424|obs_0000008235|obs_0000013358|obs_0000026672|obs_0000019528|obs_0000005742|obs_0000025215|obs_0000001674|obs_0000027793|obs_0000017043|obs_0000029362|obs_0000014007|obs_0000018645|obs_0000021224|obs_0000025350|obs_0000010019|obs_0000025395|obs_0000022839|obs_0000010065|obs_0000021329|obs_0000009562|obs_0000026466|obs_0000014705|obs_0000008059|obs_0000032649|obs_0000009614|obs_0000028046|obs_0000026005|obs_0000008606|obs_0000027055|obs_0000020405|obs_0000008631|obs_0000009158|obs_0000030693,obs_0000031776|obs_0000005742|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000011104|obs_0000012669|obs_0000013227|obs_0000015276|obs_0000031712|obs_0000010721|obs_0000006641,,
Nescaf,Gold Typ Cappuccino,"€ 3,69","€ 4,99","1 kg = 14,76 - 16,78","1 kg = 14,76 - 16,78",cremig-zart oder weniger süß,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_232.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000141,obs_0000017967|obs_0000026020|obs_0000017838|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000012669|obs_0000010721|obs_0000031776|obs_0000027211|obs_0000011104|obs_0000027508|obs_0000013227|obs_0000015276|obs_0000031712,,,x
