Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,Score
Jersey-Spannbettlaken,Livarno Home,"€ 2,49",Kein vorheriger Preis,"€ 2,49 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Kitchen Tools Spülbürste,SilverCrest,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0120.jpg,0
Argentinische Rotgarnelen,Deluxe,"€ 19,99",Kein vorheriger Preis,"€ 9,99 / kg -","HINWEIS: MIT LIDL PLUS APP, Roh, in Schale. Je 2 kg; Normalpreis: 22.99;",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0121.jpg,0
Matratze Emma One,Emma,"€ 129,00",Kein vorheriger Preis,"€ 129,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
White Tiger Garnelen,Deluxe,"€ 9,99",Kein vorheriger Preis,"€ 13,88 / kg -",ASC Je 720 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0119.jpg,0
Pizzaofen SERICO PG 8575,Severin,"€ 129,00",Kein vorheriger Preis,"€ 129,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Wildlachsfilet,Deluxe,"€ 6,99",Kein vorheriger Preis,"€ 9,99 / kg -",MSC Versch. Sorten. Je 700 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0122.jpg,0
Bio-Dattelcherrytomaten,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 3,96 / kg -",Ursprung: Spanien Klasse I Je 250 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0078.jpg,0
Avocado,Keine Marke,"€ 0,85",Kein vorheriger Preis,"€ 0,85 / Stk -",lose Ursprung: Peru/ Südafrika/ Kolumbien/ Kenia/Tansania Klasse I Je Stück,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0079.jpg,0
OptiGrill GC7P08,Tefal,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0080.jpg,0
Kalanchoe,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Mandel Spekulatius vegan,Favorina,"€ 1,69",Kein vorheriger Preis,"€ 5,63 / kg -",Je 300 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0074.jpg,0
Figur mit Schokolinsen,Favorina,"€ 2,79",Kein vorheriger Preis,"€ 13,95 / kg -",Versch. Figuren. Je 200 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0071.jpg,0
Supersoft Premium Toilettenpapier,Floralys,"€ 7,99",Kein vorheriger Preis,"€ 0,40 / Stk -",3-lagig. Je 20x 200 Blatt,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0128.jpg,0
Tea,Arizona,"€ 1,39",Kein vorheriger Preis,"€ 0,79 / l -","Versch. Sorten. Je 1,75 l zzgl. 0.25 Pfand",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0129.jpg,0
Bouillon Pur,Knorr,"€ 1,49",Kein vorheriger Preis,"€ 6,65 / kg -",Versch. Sorten. Je 224 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0126.jpg,0
Kinder Bueno Riegel,Ferrero,"€ 2,29",Kein vorheriger Preis,"€ 17,75 / kg -",Versch. Sorten. Je 129/117 g Im Aufsteller,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0127.jpg,0
Waschmittel,Ariel,"€ 18,99",Kein vorheriger Preis,"€ 0,21 / Stk -","Pulver, Flüssig oder Pods. Je 90/100/76 Waschladungen",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0125.jpg,0
OLED-Tablet,Vale,"€ 279,00",Kein vorheriger Preis,"€ 279,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Blended Scotch Whisky Madeira Cask Finish 25 Jahre,Glenalba,"€ 49,99",Kein vorheriger Preis,"€ 71,41 / l -","Je 0,7 l",Nein,16.11. - 29.11.,2025-11-16,2025-11-29,images_marktguru/marktguru_0134.jpg,0
Zahnpasta Sensation White,Colgate,"€ 4,99",Kein vorheriger Preis,"€ 16,63 / l -",oder MaxFresh. Je 4x 75 ml,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0133.jpg,0
Stricksocke mit Schokolade,Favorina,"€ 3,99",Kein vorheriger Preis,"€ 24,94 / kg -",Versch. Muster. Gefüllt mit Fruchgummi und Schokolade. Je 160 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0140.jpg,0
Highland Single Grain Scotch Whisky 12 Jahre,The Targe,"€ 19,99",Kein vorheriger Preis,"€ 28,56 / l -","40 % vol Je 0,7 l",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0141.jpg,0
Schallzahnbürste HX3689Series 4100,Philips,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0142.jpg,0
Eierlikor,Gold Advocaat,"€ 5,49",Kein vorheriger Preis,"€ 7,84 / l -","15 % vol Versch. Sorten. Je 0,7 l",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0143.jpg,0
Gewürzspekulatius Vegan,Favorina,"€ 1,69",Kein vorheriger Preis,"€ 2,82 / kg -",Je 600 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Haartrockner Gold Dust D5208,Remington,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Single Malt Whisky Selection 3 Jahre,Ben Bracken,"€ 8,99",Kein vorheriger Preis,"€ 59,93 / l -",40 % vol Je 3 x 50 ml,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0138.jpg,0
Gänsebrustfilet,Deluxe,"€ 6,99",Kein vorheriger Preis,"€ 19,97 / kg -",Von der jungen Hafermastgans. Mit Haut. HKL A. Je 350 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0132.jpg,0
Performance Akku-Bohrschrauberset PBSPA 12 E4,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0147.jpg,0
Antipasto,Deluxe,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -",Italienische Antipasto Je 100 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0148.jpg,0
Prosciutto di Parma,Deluxe,"€ 4,99",Kein vorheriger Preis,"€ 33,27 / kg -",a D.O.P. Je 150 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Mini Streichzwerge,Dulano,"€ 0,99",Kein vorheriger Preis,"€ 7,62 / kg -",HINWEIS: MIT LIDL PLUS APP Versch. Sorten. Je 130 g Normalpreis: 1.49,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0149.jpg,0
Barbarie Entenbrustfilet,Deluxe,"€ 5,40",Kein vorheriger Preis,"€ 18,00 / kg -",Ca. 300– 450 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0152.jpg,0
Schoko Lebkuchen,Favorina,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",Versch. Sorten. Je 500 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0153.jpg,0
Furby Furblets-Plüschtier,Hasbro,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0154.jpg,0
Skisocken,Spyder,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Schweine Nackenkoteletts,Metzgerfrisch,"€ 3,69",Kein vorheriger Preis,"€ 5,27 / kg -",Mit Knochen. Je 700 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0155.jpg,0
Pandoro Classico,Favorina,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / kg -",Je 1 kg,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0156.jpg,0
Premium Kopfkissen,Häussling,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante․,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0157.jpg,0
Matratzentopper,Livarno Home,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante․,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Senseo Select Kaffeemaschine CSA230/00,Philips,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0160.jpg,0
Kitchen Tools Monsieur Cuisine smart SKMS 1200 C1,SilverCrest,"€ 399,00",Kein vorheriger Preis,"€ 399,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Stollenkonfekt,Favorina,"€ 3,19",Kein vorheriger Preis,"€ 10,63 / kg -",Versch. Sorten. Je 300 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0146.jpg,0
Lockenstab Gold Dust CI5208,Remington,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0139.jpg,0
Premium Superb Vodka,Eckerts Wacholder Brennerei,"€ 9,49",Kein vorheriger Preis,"€ 13,56 / l -","42/40 % vol Je 0,7",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0163.jpg,0
Kombiservice 12 tlg.,Creatable,"€ 39,99",Kein vorheriger Preis,"€ 3,33 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0162.jpg,0
Softe Honigkugeln,Deluxe,"€ 4,49",Kein vorheriger Preis,"€ 19,11 / kg -",Mit Walnüssen und Milchcremefüllung. Je 235 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0161.jpg,0
Fondueset,Mäser,"€ 19,99",Kein vorheriger Preis,"€ 1,82 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Performance Akku-Werkzeug-Kombiset,Parkside,"€ 149,00",Kein vorheriger Preis,"€ 149,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0168.jpg,0
Ersatzflaschen,Sodastream,"€ 14,99",Kein vorheriger Preis,"€ 7,50 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Fine Calvados,Deribaucourt,"€ 11,99",Kein vorheriger Preis,"€ 17,13 / l -","40 % vol Je 0,7 l",Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0166.jpg,0
Tischbohrmaschine PTBM 400 B1,Parkside,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0167.jpg,0
Feinste Trüffel,Deluxe,"€ 4,49",Kein vorheriger Preis,"€ 22,45 / kg -",Versch. Sorten. Enthält teilweise Alkohol. Je 200 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0171.jpg,0
Dessert,Deluxe,"€ 1,49",Kein vorheriger Preis,"€ 8,28 / kg -",Italienische Desserts Versch. Sorten. Enthält Alkohol. Je 2x 90 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0170.jpg,0
Gartenwagen GGW 250,Güde,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0169.jpg,0
Bluetooth-Party-Lautsprecher Beatclub 600,Tronic,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Kindersitz Four360 S,osann,"€ 129,00",Kein vorheriger Preis,"€ 129,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0175.jpg,0
Single Malt Scotch Whisky 10 Jahre,BenRiach Distillery,"€ 29,99",Kein vorheriger Preis,"€ 39,99 / l -","HINWEIS: NUR ONLINE VERFÜGBAR, mit Onpack Je 0,7 l",Ja,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0176.jpg,0
E-Scooter Synergie S950,Telefunken,"€ 499,00",Kein vorheriger Preis,"€ 499,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0177.jpg,0
Steinofenpizza,Gustavo Gusto,"€ 3,33",Kein vorheriger Preis,"€ 7,24 / kg -",Versch. Sorten. Je 460/410/465/ 475/430 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Staubsauger Power Cyclone 4 XB2140/09,Philips,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0180.jpg,0
Kokosnusslikör,Tropica,"€ 5,99",Kein vorheriger Preis,"€ 8,56 / l -","HINWEIS: NUR ONLINE VERFÜGBAR, 0.7l",Ja,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0181.jpg,0
Nass-Trockenreiniger CrossWave 17132,Bissell,"€ 159,00",Kein vorheriger Preis,"€ 159,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Bio Rheinkind Riesling,Balthasar Ress,"€ 7,99",Kein vorheriger Preis,"€ 10,65 / l -","HINWEIS: NUR ONLINE VERFÜGBAR, VDP.Gutswein Weißwein, feinherb Rheingau/ Deutschland Je 0,75 l",Ja,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Kruškovac Birnenlikör,Trend Alliance,"€ 8,49",Kein vorheriger Preis,"€ 8,49 / l -",HINWEIS: NUR ONLINE VERFÜGBAR Je 1 l,Ja,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Kinder Pingui,Ferrero,"€ 2,19",Kein vorheriger Preis,"€ 12,17 / kg -",Milchschnitte Je 180/196 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Toaster,Russell Hobbs,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Selection Walnusskerne,Alesto,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",HINWEIS: MIT LIDL PLUS APP Naturbelassen. Je 200 g Normalpreis: 3.59,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Standmixer Mix'n'Go Steel 23470-56,Russell Hobbs,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Yogurette Eisbär,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 39,87 / kg -",Je 75 g,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Dampfbügeleisen Virtuo FV1711,Tefal,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Computernähmaschine C5605,Singer,"€ 169,00",Kein vorheriger Preis,"€ 169,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Komfortgröße,Dunlopillo,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Tischtennisplatte S1-01e/S1-05e,Sponeta,"€ 299,00",Kein vorheriger Preis,"€ 299,00 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,,0
Kindersitz Freemove,BabyGo,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt.,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0194.jpg,0
Spanischer Käselaib,Deluxe,"€ 5,99",Kein vorheriger Preis,"€ 9,22 / kg -",HINWEIS: MIT LIDL PLUS APP DOP Versch. Sorten. Je 650/ 600 g Normalpreis: 6.99,Nein,24.11. - 29.11.,2025-11-24,2025-11-29,images_marktguru/marktguru_0195.jpg,0
